"","Id","AgeReviewer","GenderReviewer","RevRating","RevType","RevLen","WordCount","AvgWordLen","SentiG2","SentiG3","SentiGPol","SentiGSub","SentiR2","SentiR3","SentiRPol","App","AppCat","nReviews","nInstalls","ContRating","lRevLen","AppRating"
"466",57,NA,NA,4.3,"Short",33,7,3.74698171004444,"Negative","Negative",-0.530966463022207,0.391714821593444,"Negative","Negative",-0.775524864510427,"Hay Day","FAMILY",192,"100000000+","Teen",3.52636052461616,4.52
"2093",5884,NA,NA,4.43,"Short",38,6,3.45852835002105,"Positive","Neutral",-0.958686569223784,0.312214562664474,"Positive","Positive",0.458664552498583,"A Mobile","FINANCE",1938471,"10000+","Teen",3.66356164612965,4.54
"767",3557,NA,NA,4.45,"Short",49,9,3.32898776279184,"Positive","Positive",-0.232036297478014,0.696784529741266,"Positive","Neutral",-0.0392580640551374,"2RedBeans","DATING",88911,"10000+","Everyone 10+",3.91202300542815,4.61
"1327",860,NA,NA,4.41,"Long",96,18,2.88488933113684,"Negative","Negative",-0.517765095720576,0.532824187221577,"Negative","Negative",-0.438295828883658,"Baby puzzles","FAMILY",3910,"5000000+","Teen",4.57471097850338,4.31
"2502",2134,NA,NA,4.44,"Short",31,7,3.72246743468462,"Negative","Negative",-0.014671904038679,0.458042868860203,"Negative","Neutral",-0.194856568502748,"Grim Soul Dark Fantasy Survival","GAME",26955,"5000000+","Everyone",3.46573590279973,4.61
"2522",5851,NA,NA,4.36,"Long",146,15,3.41422676492698,"Negative","Negative",0.256336662454535,0.576074078860101,"Positive","Positive",-0.502040941735064,"Hero Hunters","GAME",2208557,"5000000+","Everyone",4.99043258677874,4.7
"1724",5080,NA,NA,4.18,"Short",97,14,3.36701188113608,"Positive","Positive",-0.415498976612398,0.577156589701042,"Positive","Positive",-0.0757495954464517,"Garena Free Fire","GAME",827721,"100000000+","Everyone",4.58496747867057,4.63
"2558",3658,NA,NA,4.45,"Short",64,8,3.5705056679,"Positive","Neutral",-0.285252001856983,0.55231617425186,"Positive","Neutral",0.66143670213476,"DRAGON BALL LEGENDS","GAME",137809,"5000000+","Everyone",4.17438726989564,4.64
"1547",2827,NA,NA,4.55,"Long",328,50,3.13726354567869,"Negative","Negative",0.153755059012056,0.591561788868644,"Negative","Neutral",-0.0902250608527794,"Clash Royale","FAMILY",74817,"100000000+","Mature",5.79605775076537,4.47
"2084",630,NA,NA,4.26,"Short",12,2,5.32825071706667,"Negative","Negative",0.00806201921730187,0.49141478828976,"Negative","Negative",-0.274910017877205,"Candy Smash","FAMILY",2433,"1000000+","Teen",2.56494935746154,4.52
"2100",1843,NA,NA,4.16,"Short",70,8,3.56193266604615,"Negative","Negative",0.242026434443437,0.310512917749371,"Negative","Negative",0.390277393343021,"Frozen Free Fall","FAMILY",21821,"50000000+","Mature",4.26267987704132,4.41
"2527",6344,NA,NA,4.54,"Short",121,13,3.51433106983884,"Negative","Neutral",0.501443939344676,0.554882963569366,"Positive","Positive",0.610499411646403,"Asphalt 8 Airborne","GAME",10610248,"100000000+","Everyone",4.80402104473326,4.35
"1602",3088,NA,NA,4.36,"Short",38,7,3.77163715945263,"Positive","Positive",-0.0651020087185267,0.737632226306932,"Positive","Positive",0.515605465492241,"Hily Dating Chat Match Meet Hook up","DATING",61748,"100000+","Everyone 10+",3.66356164612965,4.7
"1150",8,NA,NA,4.42,"Short",49,4,4.1330699096,"Negative","Negative",0.122108505999072,0.29442681685376,"Negative","Negative",-0.297780633138128,"Hay Day","FAMILY",32,"100000000+","Mature",3.91202300542815,4.52
"1152",3484,NA,NA,4.32,"Short",66,6,4.09380538638095,"Negative","Negative",-0.50610460563154,0.276440151920646,"Positive","Neutral",-0.43064356746755,"Barbie Magical Fashion","FAMILY",116699,"10000000+","Mature",4.20469261939097,4.61
"1820",6377,NA,NA,4.31,"Long",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"Asphalt 8 Airborne","GAME",12133672,"100000000+","Everyone",NA,4.35
"1369",447,NA,NA,4.4,"Short",92,13,3.45177634830417,"Negative","Negative",-0.500889161839542,0.424703277473587,"Negative","Negative",-0.299278425796752,"ETRADE Mobile","FINANCE",1478,"1000000+","Mature",4.53259949315326,4.75
"2563",2137,NA,NA,4.43,"Short",36,7,3.80162405915556,"Negative","Negative",-0.0406122496272295,0.391726794916804,"Negative","Neutral",0.420585990887748,"Grim Soul Dark Fantasy Survival","GAME",27000,"5000000+","Everyone",3.61091791264422,4.61
"1135",4411,NA,NA,4.25,"Short",37,5,4.10952325194054,"Positive","Positive",0.727846958284885,0.778485949708526,"Positive","Positive",-0.276599488927126,"Crossy Road","GAME",344607,"100000000+","Teen",3.63758615972639,4.54
"406",4250,NA,NA,4.23,"Short",60,9,3.50876500758033,"Negative","Neutral",0.9787565015556,0.410477471346343,"Positive","Neutral",-0.212122273863112,"Dude Perfect 2","GAME",258685,"10000000+","Teen",4.11087386417331,4.72
"646",553,NA,NA,4.54,"Long",239,34,3.23070679558532,"Negative","Negative",-0.0827711286930868,0.458872066742587,"Negative","Negative",0.209238053995129,"Blossom Blast Saga","GAME",2550,"10000000+","Teen",5.48063892334199,4.37
"1508",3232,NA,NA,4.53,"Long",128,15,3.53230403528437,"Positive","Neutral",0.100917367374205,0.596320981936993,"Positive","Neutral",0.149866844661655,"CreditWise from Capital One","FINANCE",79124,"1000000+","Teen",4.85981240436167,4.32
"2330",1503,NA,NA,4.54,"Long",92,16,3.22154922301905,"Negative","Neutral",0.290442260425009,0.455448475292675,"Negative","Negative",-0.120344174051878,"Color by Number ?New Coloring Book","GAME",12216,"5000000+","Mature",4.53259949315326,4.36
"1754",5277,NA,NA,4.5,"Short",104,13,3.33852228225385,"Positive","Neutral",-0.0409402582824136,0.565795454811589,"Positive","Positive",0.415689785583912,"Honkai Impact 3rd","GAME",826450,"1000000+","Everyone",4.65396035015752,4.57
"2226",2094,NA,NA,4.55,"Long",235,40,2.97666216391628,"Negative","Negative",0.555540262844356,0.621365079427717,"Negative","Negative",0.0409877329519093,"Farming Simulator 18","GAME",23021,"100000+","Teen",5.46383180502561,4.3
"813",1007,NA,NA,4.27,"Short",23,4,4.16214995375,"Negative","Neutral",-0.373954275005269,0.577653444542285,"Negative","Negative",-0.737492307934964,"BBW Dating Plus Size Chat","DATING",5219,"1000000+","Everyone 10+",3.17805383034795,4.77
"1512",916,NA,NA,4.35,"Long",805,104,3.10138367454209,"Negative","Negative",0.0263298150144764,0.537063906298863,"Negative","Negative",-0.517271489560451,"Ecobank Mobile Banking","FINANCE",4363,"1000000+","Teen",6.69208374250663,4.38
"2409",2325,NA,NA,4.43,"Short",19,5,4.2033320687037,"Negative","Negative",-0.23324311243614,0.422150532374606,"Negative","Neutral",-0.540954719884069,"BLK Swipe Match Chat","DATING",25966,"100000+","Everyone 10+",2.99573227355399,4.55
"1452",1823,NA,NA,4.27,"Short",34,5,4.24078565564706,"Positive","Positive",0.488723014726682,0.709951379713362,"Negative","Neutral",0.11906859950979,"Frozen Free Fall","FAMILY",21126,"50000000+","Mature",3.55534806148941,4.41
"1468",216,NA,NA,4.29,"Long",72,15,3.20809687993407,"Negative","Negative",0.256594079651786,0.44902540110263,"Negative","Negative",-0.292920924898352,"Color by Number Draw Sandbox Pixel Art","FAMILY",626,"1000000+","Teen",4.29045944114839,4.35
"2396",5955,NA,NA,4.25,"Long",124,20,3.2086891808,"Positive","Neutral",0.0668575258084062,0.634947998369152,"Positive","Positive",0.0129502667138192,"Chapters Interactive Stories","GAME",2847898,"1000000+","Everyone 10+",4.8283137373023,4.53
"2228",5427,NA,NA,4.38,"Long",337,49,3.18109273230861,"Positive","Positive",0.0627228873698875,0.499887121541184,"Positive","Positive",0.284494143836519,"Block Puzzle","GAME",1027606,"5000000+","Teen",5.82304589548302,4.8
"1246",172,NA,NA,4.47,"Long",146,18,3.14227061588855,"Negative","Negative",-0.718840142651378,0.392212690921792,"Negative","Negative",0.0725439640664759,"Color by Number Draw Sandbox Pixel Art","FAMILY",450,"1000000+","Mature",4.99043258677874,4.35
"182",4587,NA,NA,4.38,"Long",243,33,3.00802895476379,"Positive","Positive",-0.425064638834928,0.505868023980731,"Positive","Neutral",0.277633555616918,"Bualuang mBanking","FINANCE",334638,"5000000+","Mature",5.4971682252932,4.58
"1954",5721,NA,NA,4.36,"Short",132,14,3.65805342494242,"Positive","Positive",0.396229866135159,0.754400359477218,"Positive","Positive",0.029287907710395,"Current debit card and app made for teens","FINANCE",1355997,"50000+","Teen",4.89034912822175,4.62
"2444",4282,NA,NA,4.33,"Short",56,7,4.10920625666667,"Negative","Negative",0.665208617708194,0.627184470210156,"Negative","Neutral",0.633175640430667,"2Date Dating App Love and matching","DATING",241637,"500000+","Everyone 10+",4.04305126783455,4.82
"376",6306,NA,NA,4.27,"Long",93,16,3.31827796235914,"Positive","Neutral",0.578554786744993,0.239936209665676,"Positive","Positive",0.890311925339556,"Digit Save Money Automatically","FINANCE",6179817,"100000+","Mature",4.54329478227,4.63
"746",6205,NA,NA,4.4,"Short",49,7,4.1151689351551,"Positive","Positive",-0.453911809643905,0.551607290906983,"Positive","Positive",0.364165580769414,"Hinge Dating Relationships","DATING",4792333,"500000+","Everyone 10+",3.91202300542815,4.58
"2546",1473,NA,NA,4.39,"Short",55,11,3.62120069745916,"Negative","Negative",-0.245506066197181,0.573582406304053,"Negative","Negative",-0.416518875060819,"DINO HUNTER DEADLY SHORES","GAME",13223,"10000000+","Everyone",4.02535169073515,4.54
"2007",3981,NA,NA,4.37,"Long",107,16,3.35039726181495,"Positive","Neutral",0.851679522686961,0.513283597036354,"Positive","Neutral",-0.429379194361659,"Agario","GAME",217010,"100000000+","Mature",4.68213122712422,4.64
"666",883,NA,NA,4.35,"Long",326,51,2.97687268040183,"Negative","Negative",0.486150491584786,0.514235338253672,"Negative","Negative",-0.0075697219259299,"Guns of Glory","GAME",4592,"10000000+","Mature",5.78996017089725,4.73
"1361",3185,NA,NA,4.39,"Short",29,6,3.88632811126512,"Negative","Negative",0.184572148745478,0.612075961787295,"Negative","Neutral",0.0788454621157118,"Build a Bridge","FAMILY",85685,"10000000+","Teen",3.40119738166216,4.52
"2250",3470,NA,NA,4.16,"Long",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"Cooking Fever","GAME",128785,"100000000+","Teen",NA,4.45
"2167",3147,NA,NA,4.54,"Long",161,30,2.99763625655031,"Positive","Positive",0.0961606064072321,0.669582046655798,"Positive","Neutral",-0.21670262439872,"Build a Bridge","FAMILY",82564,"10000000+","Teen",5.08759633523238,4.52
"1052",104,NA,NA,4.33,"Short",22,6,3.53483588576774,"Negative","Negative",-0.0130251707269134,0.379417417812389,"Negative","Negative",-0.161463321521788,"Hello Stars","GAME",266,"10000000+","Teen",3.13549421592915,4.71
"2200",975,NA,NA,4.24,"Short",22,6,3.88354449970526,"Negative","Negative",-0.168477861116172,0.615975293192223,"Negative","Negative",-0.0828317096143535,"Even organize your money get paid early","FINANCE",4867,"100000+","Mature",3.13549421592915,4.48
"488",5401,NA,NA,4.28,"Long",195,26,3.23983793135909,"Negative","Negative",0.0333106565766609,0.519121066929213,"Positive","Neutral",0.564258085660649,"Block Puzzle","GAME",989581,"5000000+","Teen",5.27811465923052,4.8
"146",5907,NA,NA,4.25,"Short",96,14,3.62274675355,"Positive","Positive",-0.0587265018403058,0.64974214993651,"Positive","Positive",0.193632010189561,"A Mobile","FINANCE",2026567,"10000+","Teen",4.57471097850338,4.54
"2253",1754,NA,NA,4.23,"Long",136,20,3.15596176207482,"Negative","Negative",-0.647281080421897,0.585761110203041,"Negative","Neutral",0.275297839680123,"Bubble Shooter","GAME",17190,"10000000+","Teen",4.91998092582813,4.68
"123",3418,NA,NA,4.45,"Long",182,25,3.14120922010674,"Negative","Negative",0.942128243153851,0.593982540252123,"Negative","Neutral",-0.102878065455867,"Cooking Fever","GAME",122071,"100000000+","Mature",5.20948615284142,4.45
"1597",2941,NA,NA,4.62,"Long",166,23,3.64646557924494,"Negative","Negative",0.465187867433397,0.500282393524869,"Negative","Neutral",-0.32985636229792,"BBWCupid BBW Dating App","DATING",47546,"50000+","Everyone 10+",5.11799381241676,4.66
"734",5576,NA,NA,4.37,"Long",152,22,3.19843033557895,"Positive","Neutral",0.614059974138321,0.341915754738246,"Positive","Positive",0.432983081174972,"ChatVideo Meet new people","DATING",1326735,"5000000+","Everyone 10+",5.03043792139244,4.42
"1674",5561,NA,NA,4.36,"Short",50,10,3.154961974,"Positive","Positive",0.549981622541839,0.769468593740165,"Positive","Positive",0.486951383936395,"ChatVideo Meet new people","DATING",1281489,"5000000+","Everyone 10+",3.93182563272433,4.42
"1981",3778,NA,NA,4.5,"Short",35,3,4.7046442784,"Negative","Negative",-0.244940291278701,0.533071492907318,"Negative","Neutral",-0.301227369571835,"Hide App Private Dating Safe Chat PrivacyHider","DATING",138242,"1000000+","Teen",3.58351893845611,4.57
"2039",5826,NA,NA,4.43,"Short",30,7,3.14924465173333,"Positive","Positive",-0.290243725322208,0.609712988658386,"Positive","Positive",-0.71846908848825,"Educational Games for Kids","FAMILY",1869694,"1000000+","Mature",3.43398720448515,4.61
"247",4226,NA,NA,4.39,"Short",54,5,3.9573645897125,"Negative","Negative",-0.365278560435254,0.304168694779168,"Positive","Neutral",-0.11454032858139,"Dude Perfect 2","GAME",251806,"10000000+","Mature",4.00733318523247,4.72
"996",2155,NA,NA,4.15,"Short",69,8,3.6295022879,"Negative","Negative",-0.362191613144565,0.44263567503209,"Negative","Negative",0.21389194434108,"Grim Soul Dark Fantasy Survival","GAME",27307,"5000000+","Everyone",4.24849524204936,4.61
"1570",964,NA,NA,4.27,"Short",62,7,3.7379607116,"Negative","Negative",0.509984165903254,0.365873669112393,"Negative","Negative",-0.07425107551565,"Fuzzy Seasons Animal Forest","FAMILY",4797,"100000+","Mature",4.14313472639153,4.42
"2457",6179,NA,NA,4.39,"Long",156,22,3.37584762753077,"Positive","Neutral",0.719926926219503,0.615527259494885,"Positive","Positive",-0.114078725529476,"Hinge Dating Relationships","DATING",4314902,"500000+","Everyone 10+",5.05624580534831,4.58
"185",2219,NA,NA,4.34,"Short",105,10,3.54797204689877,"Negative","Negative",0.47490142534803,0.47103999346279,"Negative","Negative",-0.713782903330696,"Flip the Gun Simulator Game","GAME",28998,"10000000+","Teen",4.66343909411207,4.7
"1362",3002,NA,NA,4.29,"Short",43,6,3.9010263282,"Negative","Negative",-0.305579248224818,0.412439202248926,"Negative","Neutral",0.199548246951621,"Amex Mobile","FINANCE",63434,"1000000+","Teen",3.78418963391826,4.51
"863",5580,NA,NA,4.21,"Long",161,22,3.33977318300621,"Positive","Positive",-0.216265297758362,0.614268639421709,"Positive","Positive",-0.18372773639015,"ChatVideo Meet new people","DATING",1335856,"5000000+","Everyone 10+",5.08759633523238,4.42
"1092",3540,NA,NA,4.31,"Short",91,8,4.13847597977297,"Negative","Negative",-0.0600633113576726,0.273705753543163,"Positive","Neutral",-0.0410856878443049,"Associated Credit Union Mobile","FINANCE",98241,"50000+","Teen",4.52178857704904,4.35
"1595",4653,NA,NA,4.35,"Short",59,9,3.58999483828814,"Positive","Positive",0.485817784741627,0.576414771856746,"Positive","Positive",0.383499739994658,"CMB Free Dating App","DATING",368134,"1000000+","Everyone 10+",4.0943445622221,4.52
"1745",6274,NA,NA,4.39,"Long",178,18,3.64975548901307,"Positive","Neutral",-0.302902409965118,0.524238169930324,"Positive","Positive",-0.178073908305646,"Choices Stories You Play","FAMILY",7145977,"10000000+","Everyone",5.18738580584075,4.43
"1943",4473,NA,NA,4.61,"Short",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"Garden Fruit Legend","FAMILY",259753,"500000+","Teen",NA,4.6
"1186",1283,NA,NA,4.44,"Short",21,7,3.1597537744,"Negative","Negative",-0.26705164465783,0.461697604769116,"Negative","Negative",-0.0696758057683437,"Four In A Line Free","GAME",9182,"5000000+","Teen",3.09104245335832,4.43
"2165",4593,NA,NA,4.33,"Long",212,34,3.00780747955283,"Positive","Neutral",-0.0457446684285042,0.634480430904264,"Positive","Neutral",-0.00604047610073015,"Bualuang mBanking","FINANCE",336904,"5000000+","Mature",5.36129216570943,4.58
"268",276,NA,NA,4.37,"Short",19,3,4.8932490842,"Negative","Negative",-0.740008975213736,0.403193987725734,"Negative","Negative",-0.211993862597941,"Dr Panda Town Vacation","FAMILY",793,"1000000+","Teen",2.99573227355399,4.87
"1359",2391,NA,NA,4.57,"Short",56,12,3.44715092241579,"Negative","Negative",0.640191897869687,0.484274097222598,"Negative","Negative",-0.0292243847593995,"Cut the Rope FULL FREE","FAMILY",39797,"100000000+","Mature",4.04305126783455,4.52
"1707",6003,NA,NA,4.37,"Short",64,11,3.00118463088125,"Positive","Positive",-0.0271355636584014,0.673625417762576,"Positive","Positive",-0.019855568660341,"Herpes Dating 1000K Singles","DATING",2561790,"10000+","Everyone 10+",4.17438726989564,4.63
"1759",1434,NA,NA,4.18,"Short",45,5,4.23523821546452,"Negative","Negative",0.0624632995770786,0.502529706739613,"Negative","Negative",-0.545095392868491,"DINO HUNTER DEADLY SHORES","GAME",12534,"10000000+","Everyone",3.8286413964891,4.54
"177",3872,NA,NA,4.4,"Long",183,27,3.16859695037778,"Negative","Negative",-0.243201928082202,0.669961812777003,"Positive","Neutral",-0.0969712845743665,"Hello Kitty Nail Salon","GAME",172738,"50000000+","Teen",5.21493575760899,4.53
"1678",5985,NA,NA,4.34,"Short",53,7,4.11346588915472,"Positive","Neutral",-0.0950066248336883,0.364655376997689,"Positive","Positive",0.541631650243359,"Chapters Interactive Stories","GAME",3129293,"1000000+","Everyone 10+",3.98898404656427,4.53
"1939",1381,NA,NA,4.36,"Long",252,29,3.31652469142634,"Negative","Negative",-0.0218455131176069,0.427620406498108,"Negative","Negative",0.0797448545832479,"Chase Mobile","FINANCE",11806,"10000000+","Teen",5.53338948872752,4.57
"2178",5739,NA,NA,4.15,"Short",44,6,4.08424836857273,"Positive","Positive",-0.512109974996444,0.531567377434964,"Positive","Positive",0.0166903260963795,"Branch","FINANCE",1794632,"1000000+","Teen",3.80666248977032,4.49
"246",578,NA,NA,4.37,"Long",253,33,3.24903365638136,"Negative","Negative",-0.423228498007024,0.667856089682985,"Negative","Negative",-0.150020718138007,"Blossom Blast Saga","GAME",2736,"10000000+","Teen",5.53733426701854,4.37
"559",5602,NA,NA,4.56,"Short",72,8,3.73137777507879,"Negative","Negative",-0.502170941695106,0.507068218819268,"Positive","Positive",0.109280282696372,"BZWBK2 mobile","FINANCE",1373343,"1000000+","Teen",4.29045944114839,4.68
"1750",5151,NA,NA,3.96,"Short",18,3,4.99273900573333,"Positive","Positive",0.476806554815841,0.450013510844244,"Positive","Positive",-0.100287077792898,"Anger of stick 5 zombie","GAME",790810,"50000000+","Everyone",2.94443897916644,4.89
"1882",1139,NA,NA,4.41,"Long",182,23,3.48352853274565,"Negative","Negative",-0.909308649129966,0.510801478265894,"Negative","Negative",-0.0646252771761783,"Candy Pop Story","FAMILY",6603,"1000000+","Mature",5.20948615284142,4.62
"1998",1557,NA,NA,4.53,"Short",82,13,3.30543105100488,"Positive","Neutral",-0.088458307017036,0.717646488682105,"Negative","Neutral",0.123057759828674,"BankMobile Vibe App","FINANCE",11780,"1000000+","Teen",4.4188406077966,4.62
"5",2784,NA,NA,4.7,"Short",90,12,3.95118423470826,"Negative","Negative",0.747568721360476,0.694165497831264,"Negative","Neutral",-0.101309692401215,"Doctor Pets","FAMILY",49870,"1000000+","Teen",4.51085950651685,4.52
